,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
1055,Welltower Inc,Q20486917,0,True,We celebrate the contributions of our female colleagues through our participation in the global International Womens Day I WD recognizing the social economic cultural and political achievements of Accepting Workplace Well tower marked the 51 st anniversary of Pride Month and its celebration of rejecting intolerance and building an equitable future for all,13.4,2,0.5,2.0
1056,West Fraser Timber Co Ltd,Q1765036,0,False,nothing,6.640000000000001,1,1.0,1.0
1057,Western Digital Corp,Q738770,0,False,nothing,29.224999999999994,1,1.0,1.0
1058,Westlake Chemical Corp,Q17326957,0,False,nothing,0.66,1,1.0,1.0
1059,Westpac Banking Corp,Q2031726,0,True,This led to the launch of the Accelerating Women and Gender Equality plan that sets out a structured approach to deliver on our aspiration of 50 women across all role levels Launched HelpLine to support reporting of sexual harassment accompanied with training Rolled out cultural competency training to enable our people to better support Indigenous customers Launched our Access and Inclusion Plan 2021 2024,-16.795833333333334,0,0.0,0.0
1060,Westrock Co,Q21016487,0,False,nothing,323.85,1,1.0,1.0
1061,WH Group Ltd,Q17499655,0,False,nothing,-6.693333333333334,-1,-1.0,-1.0
1062,Williams Cos Inc,Q930639,0,True,We also made important progress in our diversity and inclusion efforts increasing our female leadership representation and continuing our long practice of having gender diversity on our board by adding two new female directors,-8.115000000000002,0,0.0,0.0
1063,Wm Morrison Supermarkets PLC,Q922344,0,True,In addition we have signed up to the UN Womens Empowerment Principles which are designed to advance gender equality and womens empowerment in the workplace marketplace and developed bespoke Modern Slavery and Labour Exploitation e learning and face to face training for our Manufacturing and Logistics operations,9.441333333333334,2,2.0,2.0
1064,Wm Morrison Supermarkets PLC,Q922344,0,True,This includes fair working conditions health and safety in the workplace gender equity and respect for the diverse communities in which we we are responding Our Ethical Trading Policy and Code establishes key requirements for all suppliers and details our process to identify prevent and mitigate risk,9.441333333333334,2,2.0,2.0
1065,Wolters Kluwer NV,Q249798,0,True,We aim to create equal opportunities for all employees regardless of different backgrounds nationalities races ethnicities genders gender identities ages sexual orientations martial status physical disabilities or religions as articulated in our values and Code of Business 2020 we established a Diversity Equity and Inclusion Steering Committee of cross functional leaders tasked with identifying a longer term strategy and taking action to make Wolters Kluwe r an even more diverse and inclusive organization,-36.17714285714285,0,0.0,0.0
1066,Woodside Petroleum Ltd,Q1812208,0,True,This includes the composition of our Board which represents diversity in gender cultural backgrounds and previous priorities of gender equality Indigenous representation in the workforce and creating an environment where our people feel safe to be who they are remain key to our strategy,-26.69333333333333,0,0.0,0.0
1067,Workday Inc,Q8034666,0,True,Diverse perspectives play a significant role in driving innovation and removing barriers to inclusion by considering ideas from all also proud to be one of the nearly 180 companies to put our name on the Business Statement for Transgender Equality which opposes any effort to erase transgender protections in the U,329.82499999999993,2,2.0,2.0
1068,Workhorse Group Inc,Q28406599,0,False,nothing,-22.46666666666667,-1,-1.0,-1.0
1069,WPP PLC,Q1318049,0,True,76 t CO 2 e 50 Women in senior management 2018 49 40 Women on our Board 2018 33 35 Electricity purchased from renewable sources 2018 32 112 countries Gold in the Eco V ad is CSR rating for the f th year in a row 12 thin the FTSE 100 Rankings for Women on Boards Hampton Alexander Review 2019 10 thin The Responsibility 100 Index which measures the commitment to social environmental and ethical objectives of FTSE 100 companies Leader in the Bloomberg Gender Equality Index for the second year in a operations with 2018 gur es restated,32.8725,2,2.0,2.0
1070,WPP PLC,Q1318049,0,True,We aim to achieve equal representation of women at the Board and at all levels,32.8725,2,2.0,2.0
1071,WPP PLC,Q1318049,0,True,7 million in training for our people in gender equality and empower all women and girls Our workforce is gender balanced overall 50 of senior managers and 40 of Board members are women,32.8725,2,2.0,2.0
1072,WPP PLC,Q1318049,0,True,Through the Common Ground partnership we are helping to tackle gender stereotypes in the media and supporting the work of UN Women on issues such as gender based access to affordable reliable sustainable and modern energy for all Our goal is for 100 of the electricity we buy to be from renewable sources by 2025,32.8725,2,2.0,2.0
1073,WPP PLC,Q1318049,0,True,We continue to carry out pro bono work in support of UN Women and to support the Un stereotype Alliance to eradicate harmful gender stereotypes from advertising and media industry has a responsibility to use its power for good to in u en ce minds and change behaviour,32.8725,2,2.0,2.0
1074,Wuliangye Yibin Co Ltd,Q3570160,0,False,nothing,-7.5,-1,-1.0,-1.0
1075,WW Grainger Inc,Q1627894,0,False,nothing,-0.2,-1,-1.0,-1.0
1076,Wynn Resorts Ltd,Q2274089,0,False,nothing,21.875,1,1.0,1.0
1077,X5 Retail Group NV,Q258748,0,False,nothing,5.02,1,1.0,1.0
1078,Xerox Holdings Corp,Q152433,0,False,nothing,-66.46000000000001,-1,-1.0,-1.0
1079,Xilinx Inc,Q1046482,0,True,Our efforts include various global programs and services that support Gender Equality Racial Justice STEM Education Environmental Sustainability Disaster Relief Quick Links 2020 21 AMD Corporate Responsibility Report Summary FY 20 Xi linx Corporate Responsibility Report India Corporate Responsibility Diversity Equity and Inclusion Giving Stories Summer Interns Volunteer of the Year Giving Impact in Numbers Even in a challenging year of working from home during a pandemic Xi linx gave back to our communities more than donated and volunteered for causes special to them and requested Xi linx matching funds to maximize support for non profits,6.000000000000003,2,2.0,2.0
1080,Xinjiang Goldwind Science & Technology Co Ltd,Q1090900,0,False,nothing,-0.54,-1,-1.0,-1.0
1081,XPeng Inc,Q63035278,0,False,nothing,28.83333333333333,1,1.0,1.0
1082,XPO Logistics Inc,Q8042415,0,False,nothing,-24.375,-1,-1.0,-1.0
1083,Xylem Inc/NY,Q3146975,0,True,Please see the index on page 136 to view the metrics we track progress on the relevant 5 Gender Parity Xylem is committed to gender parity in leadership and is working toward increasing gender representation across the organization,16.17,2,2.0,2.0
1084,Xylem Inc/NY,Q3146975,0,True,We help eliminate gender disparities in educational and professional opportunities by supporting efforts that lower the burdens on women and girls to provide for family or community access to water in vulnerable regions of the 3 Good Health Well Being Xylem supports human health through reduction of water contamination,16.17,2,2.0,2.0
1085,Xylem Inc/NY,Q3146975,0,True,At Xylem the disruption of the pandemic honed our focus on a broadened diversity inclusion and equity agenda and reinforced the need to ensure diverse representation build an inclusive culture and provide equitable access to opportunity for all 2020 Sustainability Report Message from Patrick Decker President from Claudia Toussaint SVP CSO General We Think About We Make Progress Serving Our a Sustainable Content Index Research such as the World Economic Forums Global Gender Gap 2021 Report highlights the disproportionate impact the pandemic has had on working women and suggests an urgency on actions to accelerate gender parity as we move forward,16.17,2,2.0,2.0
1086,Xylem Inc/NY,Q3146975,0,True,5 By 2030 achieve full and productive employment and decent work for all women and men including for young people and persons with disabilities and equal pay for work of equal value We will achieve gender parity in leadership positions within our organization and assess and monitor equitable pay processes with a goal to eliminate pay differences based on gender race or ethnicity,16.17,2,2.0,2.0
1087,Xylem Inc/NY,Q3146975,0,True,4 Adopt policies especially fiscal wage and social protection policies and progressively achieve greater equality We will achieve gender parity in leadership positions within our organization and assess and monitor equitable pay processes with a goal to eliminate pay differences based on gender race or ethnicity,16.17,2,2.0,2.0
1088,Xylem Inc/NY,Q3146975,0,True,2 Proportion of women in managerial positions We will achieve gender parity in leadership positions within our organization and assess and monitor equitable pay processes with a goal to eliminate pay differences based on gender race or work to solve water at the base of the global economic pyramid will also help advance gender parity by mitigating the need for women and mostly girls to engage in time consuming and often dangerous daily water gathering activities or walks for water,16.17,2,2.0,2.0
1089,Xylem Inc/NY,Q3146975,0,True,This assessment and gap in reaching our gender parity in leadership have only reaffirmed the need for the work we have ahead of us and we are doubling down on our commitment to reach equal representation in remain fully committed to equal representation in leadership and anticipate reaching 50 percent females in leadership by 2030,16.17,2,2.0,2.0
1090,Yaskawa Electric Corp,Q2620239,0,False,nothing,21.975,1,1.0,1.0
